2026-07-27 04:23:44 | INFO     | __main__ | ============================================================
2026-07-27 04:31:10 | DEBUG    | scraper.parser | Product 4 parsed: LOXP Adjustable Laptop Stand, Computer Stand with 360 Rotati
2026-07-27 04:31:10 | DEBUG    | scraper.parser | Product 5 parsed: No Drilling Under Desk Laptop Mount, Fits Devices Up to 15" 
2026-07-27 04:31:10 | DEBUG    | scraper.parser | Product 6 parsed: Amazon Basics Sturdy and Portable Ergonomic Laptop Stand for
2026-07-27 04:31:10 | DEBUG    | scraper.parser | Product 7 parsed: Laptop Stand for Desk Adjustable Computer Stand with 360 Rot
2026-07-27 04:31:10 | DEBUG    | scraper.parser | Product 8 parsed: Lamicall Adjustable Laptop Stand for Desk for MacBook Air Pr
2026-07-27 04:31:11 | DEBUG    | scraper.parser | Product 9 parsed: LOXP Adjustable Laptop Stand for Desk, Portable Airflow Lapt
2026-07-27 04:31:11 | DEBUG    | scraper.parser | Product 10 parsed: 3-in-1 Foldable Magnetic Stand for Laptop, Tablet & Phone - 
2026-07-27 04:31:11 | DEBUG    | scraper.parser | Product 11 parsed: Laptop Stand for Desk Portable Computer Riser Metal Notebook
2026-07-27 04:31:11 | DEBUG    | scraper.parser | Product 12 parsed: LOXP Laptop Stand for Desk, Aluminum Laptop Riser Holder wit
2026-07-27 04:31:11 | DEBUG    | scraper.parser | Product 13 parsed: Laptop Stand for Desk, Adjustable Laptop Riser Holder | Meta
2026-07-27 04:31:12 | DEBUG    | scraper.parser | Product 14 parsed: JOYEKY Laptop Stand for Desk, Adjustable Computer Stand with
2026-07-27 04:31:12 | DEBUG    | scraper.parser | Product 15 parsed: OMOTON LA10 360° Rotating Laptop Stand Riser for Desk, Ergon
2026-07-27 04:31:12 | DEBUG    | scraper.parser | Product 16 parsed: Adjustable Laptop Stand for Desk, Metal Laptop Riser Holder 
2026-07-27 04:31:12 | DEBUG    | scraper.parser | Product 17 parsed: JCZT Clear Acrylic Laptop Stand for Desk, Laptop Riser with 
2026-07-27 04:31:12 | DEBUG    | scraper.parser | Product 18 parsed: Lamicall Adjustable Laptop Stand for Desk 360° Rotating Base
2026-07-27 04:31:13 | DEBUG    | scraper.parser | Product 19 parsed: Adjustable Laptop Stand, Portable Laptop Riser for Desk | AB
2026-07-27 04:31:13 | DEBUG    | scraper.parser | Product 20 parsed: Nulaxy Fully Adjustable Laptop Stand for Desk, Dual Foldable
2026-07-27 04:31:13 | DEBUG    | scraper.parser | Product 21 parsed: HUANUO Laptop Lap Desk - Portable Lap Desk with Pillow Cushi
2026-07-27 04:31:13 | DEBUG    | scraper.parser | Product 22 parsed: Moallia N86 360 Rotating Laptop Stand, Adjustable Height & A
2026-07-27 04:31:13 | INFO     | scraper.search | Page 1: Extracted 22 products (total: 22)
2026-07-27 04:31:13 | DEBUG    | utils.resume | Progress saved: keyword='laptop stand', last_completed_page=1
2026-07-27 04:31:13 | INFO     | scraper.search | Scraping complete. Total products extracted: 22
2026-07-27 04:31:13 | INFO     | __main__ | Scraping finished: 22 products extracted.
2026-07-27 04:31:13 | INFO     | filters.product_filter | No filters applied. All 22 products kept.
2026-07-27 04:31:13 | INFO     | exporters.csv_exporter | CSV export complete: 22 products saved to 'E:\Anas\internship\Week3\Amazon_Automation\output\results.csv'
2026-07-27 04:31:13 | INFO     | exporters.json_exporter | JSON export complete: 22 products saved to 'E:\Anas\internship\Week3\Amazon_Automation\output\results.json'
2026-07-27 04:31:13 | INFO     | exporters.sqlite_exporter | SQLite export complete: 22 products saved to 'E:\Anas\internship\Week3\Amazon_Automation\output\results.db' (0 skipped — no ASIN)
2026-07-27 04:31:13 | DEBUG    | utils.resume | Progress file cleared.
2026-07-27 04:31:13 | INFO     | __main__ | ------------------------------------------------------------
2026-07-27 04:31:13 | INFO     | __main__ | SCRAPE SUMMARY
2026-07-27 04:31:13 | INFO     | __main__ | ------------------------------------------------------------
2026-07-27 04:31:13 | INFO     | __main__ | Keyword:          laptop stand
2026-07-27 04:31:13 | INFO     | __main__ | Pages scraped:    1
2026-07-27 04:31:13 | INFO     | __main__ | Products found:   22
2026-07-27 04:31:13 | INFO     | __main__ | After filtering:  22
2026-07-27 04:31:13 | INFO     | __main__ | Time elapsed:     25.3 seconds
2026-07-27 04:31:13 | INFO     | __main__ | CSV output:       E:\Anas\internship\Week3\Amazon_Automation\output\results.csv
2026-07-27 04:31:13 | INFO     | __main__ | JSON output:      E:\Anas\internship\Week3\Amazon_Automation\output\results.json
2026-07-27 04:31:13 | INFO     | __main__ | SQLite output:    E:\Anas\internship\Week3\Amazon_Automation\output\results.db
2026-07-27 04:31:13 | INFO     | __main__ | ============================================================
2026-07-27 04:31:13 | INFO     | __main__ | Scraping completed successfully!
2026-07-27 04:31:13 | INFO     | __main__ | ============================================================
2026-07-27 04:31:16 | INFO     | scraper.driver | Chrome WebDriver closed successfully.
2026-07-27 04:35:55 | INFO     | __main__ | ============================================================
2026-07-27 04:35:55 | INFO     | __main__ | Amazon Product Search Scraper — Starting
2026-07-27 04:35:55 | INFO     | __main__ | ============================================================
2026-07-27 04:35:55 | INFO     | __main__ | Keyword:    laptop stand
2026-07-27 04:35:55 | INFO     | __main__ | Pages:      1
2026-07-27 04:35:55 | INFO     | __main__ | Headless:   False
2026-07-27 04:35:55 | INFO     | __main__ | Resume:     False
2026-07-27 04:35:55 | INFO     | __main__ | ------------------------------------------------------------
2026-07-27 04:35:55 | INFO     | scraper.driver | Initializing Chrome WebDriver (headless=False)...
2026-07-27 04:36:04 | INFO     | scraper.driver | Chrome WebDriver initialized successfully.
2026-07-27 04:36:04 | INFO     | scraper.search | Starting scrape: keyword='laptop stand', pages 1 to 1
2026-07-27 04:36:04 | INFO     | scraper.search | ━━━ Scraping page 1 of 1 ━━━
2026-07-27 04:36:04 | INFO     | scraper.search | Navigating to Amazon homepage...
2026-07-27 04:36:08 | DEBUG    | scraper.search | Search input found. Typing keyword: 'laptop stand'
2026-07-27 04:36:14 | INFO     | scraper.search | Search submitted for keyword: 'laptop stand'
2026-07-27 04:36:17 | INFO     | scraper.parser | Found 22 product cards on the page.
2026-07-27 04:36:17 | DEBUG    | scraper.parser | Product 1 parsed: YICOSUN Adjustable Laptop Cooling Stand with 2 Quiet Fans & 
2026-07-27 04:36:18 | DEBUG    | scraper.parser | Product 2 parsed: Lifelong Aluminum Adjustable Laptop Stand, Extra Tall 20" Ri
2026-07-27 04:36:18 | DEBUG    | scraper.parser | Product 3 parsed: Nulaxy Ergonomic Adjustable Laptop Stand for Desk, Dual Fold
2026-07-27 04:36:18 | DEBUG    | scraper.parser | Product 4 parsed: LOXP Adjustable Laptop Stand, Computer Stand with 360 Rotati
2026-07-27 04:36:18 | DEBUG    | scraper.parser | Product 5 parsed: No Drilling Under Desk Laptop Mount, Fits Devices Up to 15" 
2026-07-27 04:36:18 | DEBUG    | scraper.parser | Product 6 parsed: Amazon Basics Sturdy and Portable Ergonomic Laptop Stand for
2026-07-27 04:36:19 | DEBUG    | scraper.parser | Product 7 parsed: Laptop Stand for Desk Adjustable Computer Stand with 360 Rot
2026-07-27 04:36:19 | DEBUG    | scraper.parser | Product 8 parsed: Lamicall Adjustable Laptop Stand for Desk for MacBook Air Pr
2026-07-27 04:36:19 | DEBUG    | scraper.parser | Product 9 parsed: LOXP Adjustable Laptop Stand for Desk, Portable Airflow Lapt
2026-07-27 04:36:19 | DEBUG    | scraper.parser | Product 10 parsed: 3-in-1 Foldable Magnetic Stand for Laptop, Tablet & Phone - 
2026-07-27 04:36:19 | DEBUG    | scraper.parser | Product 11 parsed: Laptop Stand for Desk Portable Computer Riser Metal Notebook
2026-07-27 04:36:20 | DEBUG    | scraper.parser | Product 12 parsed: LOXP Laptop Stand for Desk, Aluminum Laptop Riser Holder wit
2026-07-27 04:36:20 | DEBUG    | scraper.parser | Product 13 parsed: Laptop Stand for Desk, Adjustable Laptop Riser Holder | Meta
2026-07-27 04:36:20 | DEBUG    | scraper.parser | Product 14 parsed: JOYEKY Laptop Stand for Desk, Adjustable Computer Stand with
2026-07-27 04:36:20 | DEBUG    | scraper.parser | Product 15 parsed: OMOTON LA10 360° Rotating Laptop Stand Riser for Desk, Ergon
2026-07-27 04:36:20 | DEBUG    | scraper.parser | Product 16 parsed: Lamicall Adjustable Laptop Stand for Desk 360° Rotating Base
2026-07-27 04:36:21 | DEBUG    | scraper.parser | Product 17 parsed: muso wood Laptop Stand for Desk, Laptop Riser with Walnut St
2026-07-27 04:36:21 | DEBUG    | scraper.parser | Product 18 parsed: Nulaxy Fully Adjustable Laptop Stand for Desk, Dual Foldable
2026-07-27 04:36:21 | DEBUG    | scraper.parser | Product 19 parsed: Nulaxy All-Aluminum Laptop Stand for Desk, Ergonomic Detacha
2026-07-27 04:36:21 | DEBUG    | scraper.parser | Product 20 parsed: OMOTON Laptop Stand, Detachable Mount for MacBook Air/Pro De
2026-07-27 04:36:21 | DEBUG    | scraper.parser | Product 21 parsed: OMOTON LA10 360° Rotating Laptop Stand Riser Foldable for De
2026-07-27 04:36:22 | DEBUG    | scraper.parser | Product 22 parsed: Moallia N86 360 Rotating Laptop Stand, Adjustable Height & A
2026-07-27 04:36:22 | INFO     | scraper.search | Page 1: Extracted 22 products (total: 22)
2026-07-27 04:36:22 | DEBUG    | utils.resume | Progress saved: keyword='laptop stand', last_completed_page=1
2026-07-27 04:36:22 | INFO     | scraper.search | Scraping complete. Total products extracted: 22
2026-07-27 04:36:22 | INFO     | __main__ | Scraping finished: 22 products extracted.
2026-07-27 04:36:22 | INFO     | filters.product_filter | No filters applied. All 22 products kept.
2026-07-27 04:36:22 | INFO     | exporters.csv_exporter | CSV export complete: 22 products saved to 'E:\Anas\internship\Week3\Amazon_Automation\output\results.csv'
2026-07-27 04:36:22 | INFO     | exporters.json_exporter | JSON export complete: 22 products saved to 'E:\Anas\internship\Week3\Amazon_Automation\output\results.json'
2026-07-27 04:36:22 | INFO     | exporters.sqlite_exporter | SQLite export complete: 22 products saved to 'E:\Anas\internship\Week3\Amazon_Automation\output\results.db' (0 skipped — no ASIN)
2026-07-27 04:36:22 | DEBUG    | utils.resume | Progress file cleared.
2026-07-27 04:36:22 | INFO     | __main__ | ------------------------------------------------------------
2026-07-27 04:36:22 | INFO     | __main__ | SCRAPE SUMMARY
2026-07-27 04:36:22 | INFO     | __main__ | ------------------------------------------------------------
2026-07-27 04:36:22 | INFO     | __main__ | Keyword:          laptop stand
2026-07-27 04:36:22 | INFO     | __main__ | Pages scraped:    1
2026-07-27 04:36:22 | INFO     | __main__ | Products found:   22
2026-07-27 04:36:22 | INFO     | __main__ | After filtering:  22
2026-07-27 04:36:22 | INFO     | __main__ | Time elapsed:     26.8 seconds
2026-07-27 04:36:22 | INFO     | __main__ | CSV output:       E:\Anas\internship\Week3\Amazon_Automation\output\results.csv
2026-07-27 04:36:22 | INFO     | __main__ | JSON output:      E:\Anas\internship\Week3\Amazon_Automation\output\results.json
2026-07-27 04:36:22 | INFO     | __main__ | SQLite output:    E:\Anas\internship\Week3\Amazon_Automation\output\results.db
2026-07-27 04:36:22 | INFO     | __main__ | ============================================================
2026-07-27 04:36:22 | INFO     | __main__ | Scraping completed successfully!
2026-07-27 04:36:22 | INFO     | __main__ | ============================================================
2026-07-27 04:36:24 | INFO     | scraper.driver | Chrome WebDriver closed successfully.
2026-07-27 04:37:42 | INFO     | __main__ | ============================================================
2026-07-27 04:37:42 | INFO     | __main__ | Amazon Product Search Scraper — Starting
2026-07-27 04:37:42 | INFO     | __main__ | ============================================================
2026-07-27 04:37:42 | INFO     | __main__ | Keyword:    laptop stand
2026-07-27 04:37:42 | INFO     | __main__ | Pages:      2
2026-07-27 04:37:42 | INFO     | __main__ | Headless:   False
2026-07-27 04:37:42 | INFO     | __main__ | Resume:     False
2026-07-27 04:37:42 | INFO     | __main__ | ------------------------------------------------------------
2026-07-27 04:37:42 | INFO     | scraper.driver | Initializing Chrome WebDriver (headless=False)...
2026-07-27 04:37:51 | INFO     | scraper.driver | Chrome WebDriver initialized successfully.
2026-07-27 04:37:51 | INFO     | scraper.search | Starting scrape: keyword='laptop stand', pages 1 to 2
2026-07-27 04:37:51 | INFO     | scraper.search | ━━━ Scraping page 1 of 2 ━━━
2026-07-27 04:37:51 | INFO     | scraper.search | Navigating to Amazon homepage...
2026-07-27 04:37:54 | DEBUG    | scraper.search | Search input found. Typing keyword: 'laptop stand'
2026-07-27 04:38:01 | INFO     | scraper.search | Search submitted for keyword: 'laptop stand'
2026-07-27 04:38:04 | INFO     | scraper.parser | Found 22 product cards on the page.
2026-07-27 04:38:04 | DEBUG    | scraper.parser | Product 1 parsed: Lifelong Aluminum Adjustable Laptop Stand, Extra Tall 20" Ri
2026-07-27 04:38:05 | DEBUG    | scraper.parser | Product 2 parsed: YICOSUN Adjustable Laptop Cooling Stand with 2 Quiet Fans & 
2026-07-27 04:38:05 | DEBUG    | scraper.parser | Product 3 parsed: Nulaxy Ergonomic Adjustable Laptop Stand for Desk, Dual Fold
2026-07-27 04:38:05 | DEBUG    | scraper.parser | Product 4 parsed: LOXP Adjustable Laptop Stand, Computer Stand with 360 Rotati
2026-07-27 04:38:05 | DEBUG    | scraper.parser | Product 5 parsed: 3-in-1 Foldable Magnetic Stand for Laptop, Tablet & Phone - 
2026-07-27 04:38:05 | DEBUG    | scraper.parser | Product 6 parsed: Amazon Basics Sturdy and Portable Ergonomic Laptop Stand for
2026-07-27 04:38:06 | DEBUG    | scraper.parser | Product 7 parsed: Laptop Stand for Desk Adjustable Computer Stand with 360 Rot
2026-07-27 04:38:06 | DEBUG    | scraper.parser | Product 8 parsed: Lamicall Adjustable Laptop Stand for Desk for MacBook Air Pr
2026-07-27 04:38:06 | DEBUG    | scraper.parser | Product 9 parsed: LOXP Adjustable Laptop Stand for Desk, Portable Airflow Lapt
2026-07-27 04:38:06 | DEBUG    | scraper.parser | Product 10 parsed: Laptop Stand for Desk Portable Computer Riser Metal Notebook
2026-07-27 04:38:06 | DEBUG    | scraper.parser | Product 11 parsed: Laptop Stand for Desk, Adjustable Laptop Riser Holder | Meta
2026-07-27 04:38:06 | DEBUG    | scraper.parser | Product 12 parsed: LOXP Laptop Stand for Desk, Aluminum Laptop Riser Holder wit
2026-07-27 04:38:07 | DEBUG    | scraper.parser | Product 13 parsed: JOYEKY Laptop Stand for Desk, Adjustable Computer Stand with
2026-07-27 04:38:07 | DEBUG    | scraper.parser | Product 14 parsed: OMOTON LA10 360° Rotating Laptop Stand Riser for Desk, Ergon
2026-07-27 04:38:07 | DEBUG    | scraper.parser | Product 15 parsed: Adjustable Laptop Stand for Desk, Metal Laptop Riser Holder 
2026-07-27 04:38:07 | DEBUG    | scraper.parser | Product 16 parsed: Lamicall Adjustable Laptop Stand for Desk 360° Rotating Base
2026-07-27 04:38:08 | DEBUG    | scraper.parser | Product 17 parsed: muso wood Laptop Stand for Desk, Laptop Riser with Walnut St
2026-07-27 04:38:08 | DEBUG    | scraper.parser | Product 18 parsed: Adjustable Laptop Stand, Portable Laptop Riser for Desk | AB
2026-07-27 04:38:08 | DEBUG    | scraper.parser | Product 19 parsed: Nulaxy Fully Adjustable Laptop Stand for Desk, Dual Foldable
2026-07-27 04:38:08 | DEBUG    | scraper.parser | Product 20 parsed: BUYIFY 23.4" Foldable Lap Desk Bed Table with Cup Holder Tra
2026-07-27 04:38:08 | DEBUG    | scraper.parser | Product 21 parsed: Tonmom Laptop Stand for Desk, Aluminum Laptop Riser Holder |
2026-07-27 04:38:08 | DEBUG    | scraper.parser | Product 22 parsed: Portable Laptop Stand, OMOTON Laptop Stand for Desk Ergonomi
2026-07-27 04:38:08 | INFO     | scraper.search | Page 1: Extracted 22 products (total: 22)
2026-07-27 04:38:08 | DEBUG    | utils.resume | Progress saved: keyword='laptop stand', last_completed_page=1
2026-07-27 04:38:08 | INFO     | scraper.search | ━━━ Scraping page 2 of 2 ━━━
2026-07-27 04:38:08 | INFO     | scraper.search | Navigating to page 2: https://www.amazon.com/s?k=laptop stand&page=2
2026-07-27 04:38:13 | DEBUG    | scraper.search | Page 2 loaded successfully.
2026-07-27 04:38:13 | INFO     | scraper.parser | Found 22 product cards on the page.
2026-07-27 04:38:13 | DEBUG    | scraper.parser | Product 1 parsed: OMOTON LA10 360° Rotating Laptop Stand Riser for Desk, Ergon
2026-07-27 04:38:14 | DEBUG    | scraper.parser | Product 2 parsed: Tossbiss Laptop Tripod on Wheels with 2 Shelves | Portable P
2026-07-27 04:38:14 | DEBUG    | scraper.parser | Product 3 parsed: HUANUO Laptop Lap Desk - Portable Lap Desk with Pillow Cushi
2026-07-27 04:38:15 | DEBUG    | scraper.parser | Product 4 parsed: Projector Stand Tripod Adjustable, Laptop Height from 23.5 t
2026-07-27 04:38:15 | DEBUG    | scraper.parser | Product 5 parsed: Tonmom Laptop Stand for Desk, Adjustable Laptop Riser, Black
2026-07-27 04:38:16 | DEBUG    | scraper.parser | Product 6 parsed: havit HV-F2056 15.6"-17" Laptop Cooler Cooling Pad - Slim Po
2026-07-27 04:38:16 | DEBUG    | scraper.parser | Product 7 parsed: SOUNDANCE Laptop Stand, Aluminum Computer Riser, Ergonomic L
2026-07-27 04:38:17 | DEBUG    | scraper.parser | Product 8 parsed: Nulaxy All-Aluminum Laptop Stand for Desk, Ergonomic Detacha
2026-07-27 04:38:17 | DEBUG    | scraper.parser | Product 9 parsed: WALI Computer Monitor Stand for Desk, Adjustable Laptop Rise
2026-07-27 04:38:17 | DEBUG    | scraper.parser | Product 10 parsed: RIWUCT 2026 Laptop Stand for Desk Ultra-Slim Portable & Heig
2026-07-27 04:38:18 | DEBUG    | scraper.parser | Product 11 parsed: OMOTON LA15 Foldable & Portable Laptop Stand for Desk, [360°
2026-07-27 04:38:18 | DEBUG    | scraper.parser | Product 12 parsed: Orlian Foldable Aluminum Laptop Stand for 10-17.3" Laptops, 
2026-07-27 04:38:18 | DEBUG    | scraper.parser | Product 13 parsed: WALI Laptop Desk Mount for 17 inch Notebook, Adjustable Sing
2026-07-27 04:38:18 | DEBUG    | scraper.parser | Product 14 parsed: UGREEN Vertical Laptop Stand Holder for Desk Compatible with
2026-07-27 04:38:19 | DEBUG    | scraper.parser | Product 15 parsed: RIWUCT Foldable Aluminum Alloy Laptop Stand for Desk, Height
2026-07-27 04:38:19 | DEBUG    | scraper.parser | Product 16 parsed: JCZT Adjustable Laptop Stand for Desk, Metal Foldable Laptop
2026-07-27 04:38:20 | DEBUG    | scraper.parser | Product 17 parsed: Laptop Stand for Desk Adjustable Computer Stand with 360 Rot
2026-07-27 04:38:20 | DEBUG    | scraper.parser | Product 18 parsed: HUANUO Monitor Riser for Desk, Desk Organizer,Laptop Shelf w
2026-07-27 04:38:20 | DEBUG    | scraper.parser | Product 19 parsed: Moallia N86 360 Rotating Laptop Stand for Desk with Locking 
2026-07-27 04:38:21 | DEBUG    | scraper.parser | Product 20 parsed: LOXP Laptop Stand for Desk, Aluminum Laptop Riser Holder wit
2026-07-27 04:38:21 | DEBUG    | scraper.parser | Product 21 parsed: Moallia N86 360 Rotating Laptop Stand, Adjustable Height & A
2026-07-27 04:38:22 | DEBUG    | scraper.parser | Product 22 parsed: OMOTON Adjustable Laptop Stand for Desk 360° Rotating Base u
2026-07-27 04:38:22 | INFO     | scraper.search | Page 2: Extracted 22 products (total: 44)
2026-07-27 04:38:22 | DEBUG    | utils.resume | Progress saved: keyword='laptop stand', last_completed_page=2
2026-07-27 04:38:22 | INFO     | scraper.search | Scraping complete. Total products extracted: 44
2026-07-27 04:38:22 | INFO     | __main__ | Scraping finished: 44 products extracted.
2026-07-27 04:38:22 | INFO     | filters.product_filter | No filters applied. All 44 products kept.
2026-07-27 04:38:22 | INFO     | exporters.csv_exporter | CSV export complete: 44 products saved to 'E:\Anas\internship\Week3\Amazon_Automation\output\results.csv'
2026-07-27 04:38:22 | INFO     | exporters.json_exporter | JSON export complete: 44 products saved to 'E:\Anas\internship\Week3\Amazon_Automation\output\results.json'
2026-07-27 04:38:22 | INFO     | exporters.sqlite_exporter | SQLite export complete: 44 products saved to 'E:\Anas\internship\Week3\Amazon_Automation\output\results.db' (0 skipped — no ASIN)
2026-07-27 04:38:22 | DEBUG    | utils.resume | Progress file cleared.
2026-07-27 04:38:22 | INFO     | __main__ | ------------------------------------------------------------
2026-07-27 04:38:22 | INFO     | __main__ | SCRAPE SUMMARY
2026-07-27 04:38:22 | INFO     | __main__ | ------------------------------------------------------------
2026-07-27 04:38:22 | INFO     | __main__ | Keyword:          laptop stand
2026-07-27 04:38:22 | INFO     | __main__ | Pages scraped:    2
2026-07-27 04:38:22 | INFO     | __main__ | Products found:   44
2026-07-27 04:38:22 | INFO     | __main__ | After filtering:  44
2026-07-27 04:38:22 | INFO     | __main__ | Time elapsed:     40.2 seconds
2026-07-27 04:38:22 | INFO     | __main__ | CSV output:       E:\Anas\internship\Week3\Amazon_Automation\output\results.csv
2026-07-27 04:38:22 | INFO     | __main__ | JSON output:      E:\Anas\internship\Week3\Amazon_Automation\output\results.json
2026-07-27 04:38:22 | INFO     | __main__ | SQLite output:    E:\Anas\internship\Week3\Amazon_Automation\output\results.db
2026-07-27 04:38:22 | INFO     | __main__ | ============================================================
2026-07-27 04:38:22 | INFO     | __main__ | Scraping completed successfully!
2026-07-27 04:38:22 | INFO     | __main__ | ============================================================
2026-07-27 04:38:24 | INFO     | scraper.driver | Chrome WebDriver closed successfully.
2026-07-27 04:39:49 | INFO     | __main__ | ============================================================
2026-07-27 04:39:49 | INFO     | __main__ | Amazon Product Search Scraper — Starting
2026-07-27 04:39:49 | INFO     | __main__ | ============================================================
2026-07-27 04:39:49 | INFO     | __main__ | Keyword:    laptop stand
2026-07-27 04:39:49 | INFO     | __main__ | Pages:      3
2026-07-27 04:39:49 | INFO     | __main__ | Headless:   False
2026-07-27 04:39:49 | INFO     | __main__ | Resume:     False
2026-07-27 04:39:49 | INFO     | __main__ | ------------------------------------------------------------
2026-07-27 04:39:49 | INFO     | scraper.driver | Initializing Chrome WebDriver (headless=False)...
2026-07-27 04:39:58 | INFO     | scraper.driver | Chrome WebDriver initialized successfully.
2026-07-27 04:39:58 | INFO     | scraper.search | Starting scrape: keyword='laptop stand', pages 1 to 3
2026-07-27 04:39:58 | INFO     | scraper.search | ━━━ Scraping page 1 of 3 ━━━
2026-07-27 04:39:58 | INFO     | scraper.search | Navigating to Amazon homepage...
2026-07-27 04:40:02 | DEBUG    | scraper.search | Search input found. Typing keyword: 'laptop stand'
2026-07-27 04:40:07 | INFO     | scraper.search | Search submitted for keyword: 'laptop stand'
2026-07-27 04:40:10 | INFO     | scraper.parser | Found 22 product cards on the page.
2026-07-27 04:40:10 | DEBUG    | scraper.parser | Product 1 parsed: Lifelong Aluminum Adjustable Laptop Stand, Extra Tall 20" Ri
2026-07-27 04:40:10 | DEBUG    | scraper.parser | Product 2 parsed: OMOTON LA10 360° Rotating Laptop Stand Riser for Desk, Ergon
2026-07-27 04:40:10 | DEBUG    | scraper.parser | Product 3 parsed: Nulaxy Ergonomic Adjustable Laptop Stand for Desk, Dual Fold
2026-07-27 04:40:11 | DEBUG    | scraper.parser | Product 4 parsed: LOXP Adjustable Laptop Stand, Computer Stand with 360 Rotati
2026-07-27 04:40:11 | DEBUG    | scraper.parser | Product 5 parsed: Amazon Basics Sturdy and Portable Ergonomic Laptop Stand for
2026-07-27 04:40:11 | DEBUG    | scraper.parser | Product 6 parsed: Lamicall Adjustable Laptop Stand for Desk for MacBook Air Pr
2026-07-27 04:40:12 | DEBUG    | scraper.parser | Product 7 parsed: Laptop Stand for Desk Adjustable Computer Stand with 360 Rot
2026-07-27 04:40:12 | DEBUG    | scraper.parser | Product 8 parsed: LOXP Adjustable Laptop Stand for Desk, Portable Airflow Lapt
2026-07-27 04:40:12 | DEBUG    | scraper.parser | Product 9 parsed: Laptop Stand for Desk Portable Computer Riser Metal Notebook
2026-07-27 04:40:12 | DEBUG    | scraper.parser | Product 10 parsed: Laptop Bed Desk, 5-Angle Adjustable Bed Laptop Table with Cu
2026-07-27 04:40:13 | DEBUG    | scraper.parser | Product 11 parsed: Laptop Stand for Desk, Adjustable Laptop Riser Holder | Meta
2026-07-27 04:40:13 | DEBUG    | scraper.parser | Product 12 parsed: LOXP Laptop Stand for Desk, Aluminum Laptop Riser Holder wit
